"Subject"	"Activity"	"variable"	"value"
1	"STANDING"	"frequencyBodyGyrostdY"	-0.987107727735849
3	"STANDING"	"frequencyBodyGyrostdY"	-0.923125941147541
5	"STANDING"	"frequencyBodyGyrostdY"	-0.931857811428571
6	"STANDING"	"frequencyBodyGyrostdY"	-0.942539174210526
7	"STANDING"	"frequencyBodyGyrostdY"	-0.945818157735849
8	"STANDING"	"frequencyBodyGyrostdY"	-0.968055495925926
11	"STANDING"	"frequencyBodyGyrostdY"	-0.994353086595745
14	"STANDING"	"frequencyBodyGyrostdY"	-0.944306864
15	"STANDING"	"frequencyBodyGyrostdY"	-0.969442882075472
16	"STANDING"	"frequencyBodyGyrostdY"	-0.978402418717949
17	"STANDING"	"frequencyBodyGyrostdY"	-0.983946584871795
19	"STANDING"	"frequencyBodyGyrostdY"	-0.966967238082192
21	"STANDING"	"frequencyBodyGyrostdY"	-0.954080913707865
22	"STANDING"	"frequencyBodyGyrostdY"	-0.962172736666667
23	"STANDING"	"frequencyBodyGyrostdY"	-0.945871186029412
25	"STANDING"	"frequencyBodyGyrostdY"	-0.975960666081081
26	"STANDING"	"frequencyBodyGyrostdY"	-0.981740873108108
27	"STANDING"	"frequencyBodyGyrostdY"	-0.98185775725
28	"STANDING"	"frequencyBodyGyrostdY"	-0.936101609113924
29	"STANDING"	"frequencyBodyGyrostdY"	-0.989643721230769
30	"STANDING"	"frequencyBodyGyrostdY"	-0.939469774067797
2	"STANDING"	"frequencyBodyGyrostdY"	-0.97103605037037
4	"STANDING"	"frequencyBodyGyrostdY"	-0.945825840178571
9	"STANDING"	"frequencyBodyGyrostdY"	-0.941950576888889
10	"STANDING"	"frequencyBodyGyrostdY"	-0.958399857954545
12	"STANDING"	"frequencyBodyGyrostdY"	-0.938529853770492
13	"STANDING"	"frequencyBodyGyrostdY"	-0.97142515122807
18	"STANDING"	"frequencyBodyGyrostdY"	-0.978801848493151
20	"STANDING"	"frequencyBodyGyrostdY"	-0.901237499589041
24	"STANDING"	"frequencyBodyGyrostdY"	-0.965798055507246
1	"LAYING"	"frequencyBodyGyrostdY"	-0.9512320494
3	"LAYING"	"frequencyBodyGyrostdY"	-0.977032495483871
5	"LAYING"	"frequencyBodyGyrostdY"	-0.977257800961538
6	"LAYING"	"frequencyBodyGyrostdY"	-0.945365097894737
7	"LAYING"	"frequencyBodyGyrostdY"	-0.939727873653846
8	"LAYING"	"frequencyBodyGyrostdY"	-0.950316470925926
11	"LAYING"	"frequencyBodyGyrostdY"	-0.982660631754386
14	"LAYING"	"frequencyBodyGyrostdY"	-0.929955407058824
15	"LAYING"	"frequencyBodyGyrostdY"	-0.959991907083333
16	"LAYING"	"frequencyBodyGyrostdY"	-0.968135251857143
17	"LAYING"	"frequencyBodyGyrostdY"	-0.970627806901408
19	"LAYING"	"frequencyBodyGyrostdY"	-0.959831365783133
21	"LAYING"	"frequencyBodyGyrostdY"	-0.946599855444444
22	"LAYING"	"frequencyBodyGyrostdY"	-0.960711254583333
23	"LAYING"	"frequencyBodyGyrostdY"	-0.954997309583333
25	"LAYING"	"frequencyBodyGyrostdY"	-0.932293334794521
26	"LAYING"	"frequencyBodyGyrostdY"	-0.977491843421053
27	"LAYING"	"frequencyBodyGyrostdY"	-0.983052318513514
28	"LAYING"	"frequencyBodyGyrostdY"	-0.957552988125
29	"LAYING"	"frequencyBodyGyrostdY"	-0.992240785652174
30	"LAYING"	"frequencyBodyGyrostdY"	-0.965134152428571
2	"LAYING"	"frequencyBodyGyrostdY"	-0.981910616458333
4	"LAYING"	"frequencyBodyGyrostdY"	-0.956182500185185
9	"LAYING"	"frequencyBodyGyrostdY"	-0.9231319366
10	"LAYING"	"frequencyBodyGyrostdY"	-0.953453496551724
12	"LAYING"	"frequencyBodyGyrostdY"	-0.955343675666667
13	"LAYING"	"frequencyBodyGyrostdY"	-0.959944126451613
18	"LAYING"	"frequencyBodyGyrostdY"	-0.983457774923077
20	"LAYING"	"frequencyBodyGyrostdY"	-0.973092518088235
24	"LAYING"	"frequencyBodyGyrostdY"	-0.95779294875
1	"WALKING"	"frequencyBodyGyrostdZ"	-0.436562227473684
3	"WALKING"	"frequencyBodyGyrostdZ"	-0.545896388103448
5	"WALKING"	"frequencyBodyGyrostdZ"	-0.420367075178571
6	"WALKING"	"frequencyBodyGyrostdZ"	-0.512209233508772
7	"WALKING"	"frequencyBodyGyrostdZ"	-0.463270018245614
8	"WALKING"	"frequencyBodyGyrostdZ"	-0.1429742348125
11	"WALKING"	"frequencyBodyGyrostdZ"	-0.498554639491525
14	"WALKING"	"frequencyBodyGyrostdZ"	-0.180232949016949
15	"WALKING"	"frequencyBodyGyrostdZ"	-0.543997593703704
16	"WALKING"	"frequencyBodyGyrostdZ"	-0.403219791372549
17	"WALKING"	"frequencyBodyGyrostdZ"	-0.438768699508197
19	"WALKING"	"frequencyBodyGyrostdZ"	-0.220271190807692
21	"WALKING"	"frequencyBodyGyrostdZ"	-0.385505359038462
22	"WALKING"	"frequencyBodyGyrostdZ"	-0.253173876956522
23	"WALKING"	"frequencyBodyGyrostdZ"	-0.287820868152542
25	"WALKING"	"frequencyBodyGyrostdZ"	-0.60354420945946
26	"WALKING"	"frequencyBodyGyrostdZ"	-0.426232090508475
27	"WALKING"	"frequencyBodyGyrostdZ"	-0.297847512280702
28	"WALKING"	"frequencyBodyGyrostdZ"	-0.308243390425926
29	"WALKING"	"frequencyBodyGyrostdZ"	-0.494117483018868
30	"WALKING"	"frequencyBodyGyrostdZ"	-0.237941473615385
2	"WALKING"	"frequencyBodyGyrostdZ"	-0.559856635084746
4	"WALKING"	"frequencyBodyGyrostdZ"	-0.716458475166667
9	"WALKING"	"frequencyBodyGyrostdZ"	-0.342367223269231
10	"WALKING"	"frequencyBodyGyrostdZ"	-0.273292866226415
12	"WALKING"	"frequencyBodyGyrostdZ"	-0.4222565212
13	"WALKING"	"frequencyBodyGyrostdZ"	-0.455333900526316
18	"WALKING"	"frequencyBodyGyrostdZ"	-0.54840977125
20	"WALKING"	"frequencyBodyGyrostdZ"	-0.264957205764706
24	"WALKING"	"frequencyBodyGyrostdZ"	-0.453337858448276
1	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.57170784
3	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.561097649661017
5	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.380378006808511
6	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.309998085098039
7	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.393062890647059
8	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	0.263202878429268
11	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.729928728518519
14	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	0.522454216314815
15	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.523744300833333
16	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.387309489901961
17	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.2778914704375
19	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.207498123525
21	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	0.0130916351042553
22	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.222431794690476
23	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.0822521122215686
25	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.601112612153846
26	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.362052183090909
27	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.183508696647059
28	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.22624337505098
29	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.444153056530612
30	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.253427074984615
2	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.218072471479167
4	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.424533512307692
9	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.165554554220408
10	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.403822082765957
12	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.396095719423077
13	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.272525011818182
18	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.466022431206897
20	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	0.095476833245098
24	"WALKING_UPSTAIRS"	"frequencyBodyGyrostdZ"	-0.311996408983051
1	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.238443565306122
3	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.548164313265306
5	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.374705187021277
6	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.275667262770833
7	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.495120053191489
8	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.268253406210526
11	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.397220471086957
14	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	0.182794696328889
15	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.3436733
16	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.521100818723404
17	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.540949520217391
19	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.215892226769231
21	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.450772139111111
22	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.377319033611111
23	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.305896699222222
25	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.506738306724138
26	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.434482187
27	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.367816046590909
28	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.416505886304348
29	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.416165845833333
30	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.371541476129032
2	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.422987665106383
4	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.621658471333333
9	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.356561471714286
10	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.1503916379
12	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.448512990434783
13	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.427008254255319
18	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.543996110545454
20	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	0.0183050845333333
24	"WALKING_DOWNSTAIRS"	"frequencyBodyGyrostdZ"	-0.573281905454545
1	"SITTING"	"frequencyBodyGyrostdZ"	-0.94391784106383
3	"SITTING"	"frequencyBodyGyrostdZ"	-0.930633150769231
5	"SITTING"	"frequencyBodyGyrostdZ"	-0.947346476590909
6	"SITTING"	"frequencyBodyGyrostdZ"	-0.947326797818182
7	"SITTING"	"frequencyBodyGyrostdZ"	-0.939826018125
8	"SITTING"	"frequencyBodyGyrostdZ"	-0.962632253913044
11	"SITTING"	"frequencyBodyGyrostdZ"	-0.956802766792453
14	"SITTING"	"frequencyBodyGyrostdZ"	-0.956028807962963
15	"SITTING"	"frequencyBodyGyrostdZ"	-0.966228648305085
16	"SITTING"	"frequencyBodyGyrostdZ"	-0.964270052318841
17	"SITTING"	"frequencyBodyGyrostdZ"	-0.9809696453125
19	"SITTING"	"frequencyBodyGyrostdZ"	-0.967869249178082
21	"SITTING"	"frequencyBodyGyrostdZ"	-0.979130678470588
22	"SITTING"	"frequencyBodyGyrostdZ"	-0.951045695483871
23	"SITTING"	"frequencyBodyGyrostdZ"	-0.961914054264706
25	"SITTING"	"frequencyBodyGyrostdZ"	-0.974172870615385
26	"SITTING"	"frequencyBodyGyrostdZ"	-0.968266666923077
27	"SITTING"	"frequencyBodyGyrostdZ"	-0.977595519142857
28	"SITTING"	"frequencyBodyGyrostdZ"	-0.961561036111111
29	"SITTING"	"frequencyBodyGyrostdZ"	-0.972912517166667
30	"SITTING"	"frequencyBodyGyrostdZ"	-0.95730868516129
2	"SITTING"	"frequencyBodyGyrostdZ"	-0.963522659782609
4	"SITTING"	"frequencyBodyGyrostdZ"	-0.9328683544
9	"SITTING"	"frequencyBodyGyrostdZ"	-0.9341874784
10	"SITTING"	"frequencyBodyGyrostdZ"	-0.962418559814815
12	"SITTING"	"frequencyBodyGyrostdZ"	-0.954769877647059
13	"SITTING"	"frequencyBodyGyrostdZ"	-0.969451754693878
18	"SITTING"	"frequencyBodyGyrostdZ"	-0.982797276315789
20	"SITTING"	"frequencyBodyGyrostdZ"	-0.949176822121212
24	"SITTING"	"frequencyBodyGyrostdZ"	-0.972851787647059
1	"STANDING"	"frequencyBodyGyrostdZ"	-0.98234533
3	"STANDING"	"frequencyBodyGyrostdZ"	-0.919743846065574
5	"STANDING"	"frequencyBodyGyrostdZ"	-0.91678935625
6	"STANDING"	"frequencyBodyGyrostdZ"	-0.95445570245614
7	"STANDING"	"frequencyBodyGyrostdZ"	-0.954339406415094
8	"STANDING"	"frequencyBodyGyrostdZ"	-0.975976456111111
11	"STANDING"	"frequencyBodyGyrostdZ"	-0.98230878106383
14	"STANDING"	"frequencyBodyGyrostdZ"	-0.950162705166667
15	"STANDING"	"frequencyBodyGyrostdZ"	-0.971282183584906
16	"STANDING"	"frequencyBodyGyrostdZ"	-0.983527402051282
17	"STANDING"	"frequencyBodyGyrostdZ"	-0.986725274871795
19	"STANDING"	"frequencyBodyGyrostdZ"	-0.963212791780822
21	"STANDING"	"frequencyBodyGyrostdZ"	-0.963124572134831
22	"STANDING"	"frequencyBodyGyrostdZ"	-0.963652778888889
23	"STANDING"	"frequencyBodyGyrostdZ"	-0.9642499225
25	"STANDING"	"frequencyBodyGyrostdZ"	-0.974982088108108
26	"STANDING"	"frequencyBodyGyrostdZ"	-0.977351005
27	"STANDING"	"frequencyBodyGyrostdZ"	-0.983105048875
28	"STANDING"	"frequencyBodyGyrostdZ"	-0.932039083037975
29	"STANDING"	"frequencyBodyGyrostdZ"	-0.984714226461538
30	"STANDING"	"frequencyBodyGyrostdZ"	-0.935176884915254
2	"STANDING"	"frequencyBodyGyrostdZ"	-0.969754295740741
4	"STANDING"	"frequencyBodyGyrostdZ"	-0.91665163125
9	"STANDING"	"frequencyBodyGyrostdZ"	-0.944942811777778
10	"STANDING"	"frequencyBodyGyrostdZ"	-0.958901257272727
12	"STANDING"	"frequencyBodyGyrostdZ"	-0.95433576442623
13	"STANDING"	"frequencyBodyGyrostdZ"	-0.97553326754386
18	"STANDING"	"frequencyBodyGyrostdZ"	-0.974822589589041
20	"STANDING"	"frequencyBodyGyrostdZ"	-0.914872014383562
24	"STANDING"	"frequencyBodyGyrostdZ"	-0.972688652173913
1	"LAYING"	"frequencyBodyGyrostdZ"	-0.9165825082
3	"LAYING"	"frequencyBodyGyrostdZ"	-0.967256854193548
5	"LAYING"	"frequencyBodyGyrostdZ"	-0.963305738076923
6	"LAYING"	"frequencyBodyGyrostdZ"	-0.947136774385965
7	"LAYING"	"frequencyBodyGyrostdZ"	-0.9588764125
8	"LAYING"	"frequencyBodyGyrostdZ"	-0.970671966481481
11	"LAYING"	"frequencyBodyGyrostdZ"	-0.963183902982456
14	"LAYING"	"frequencyBodyGyrostdZ"	-0.957790479803922
15	"LAYING"	"frequencyBodyGyrostdZ"	-0.960015831111111
16	"LAYING"	"frequencyBodyGyrostdZ"	-0.985730995857143
17	"LAYING"	"frequencyBodyGyrostdZ"	-0.978357126056338
19	"LAYING"	"frequencyBodyGyrostdZ"	-0.975417523855422
21	"LAYING"	"frequencyBodyGyrostdZ"	-0.983270707333333
22	"LAYING"	"frequencyBodyGyrostdZ"	-0.936965638611111
23	"LAYING"	"frequencyBodyGyrostdZ"	-0.98531784125
25	"LAYING"	"frequencyBodyGyrostdZ"	-0.915467504246575
26	"LAYING"	"frequencyBodyGyrostdZ"	-0.971789046710526
27	"LAYING"	"frequencyBodyGyrostdZ"	-0.980096438108108
28	"LAYING"	"frequencyBodyGyrostdZ"	-0.966312024
29	"LAYING"	"frequencyBodyGyrostdZ"	-0.976858964492754
30	"LAYING"	"frequencyBodyGyrostdZ"	-0.972199238
2	"LAYING"	"frequencyBodyGyrostdZ"	-0.963174222291667
4	"LAYING"	"frequencyBodyGyrostdZ"	-0.965807466666667
9	"LAYING"	"frequencyBodyGyrostdZ"	-0.965686312
10	"LAYING"	"frequencyBodyGyrostdZ"	-0.975298797068966
12	"LAYING"	"frequencyBodyGyrostdZ"	-0.956424382333333
13	"LAYING"	"frequencyBodyGyrostdZ"	-0.969797214516129
18	"LAYING"	"frequencyBodyGyrostdZ"	-0.986483048153846
20	"LAYING"	"frequencyBodyGyrostdZ"	-0.974995267058824
24	"LAYING"	"frequencyBodyGyrostdZ"	-0.983602745694445
1	"WALKING"	"frequencyBodyGyromeanFreqX"	0.0147844986621053
3	"WALKING"	"frequencyBodyGyromeanFreqX"	0.0337596901293103
5	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.0458601936214286
6	"WALKING"	"frequencyBodyGyromeanFreqX"	0.0912409729185965
7	"WALKING"	"frequencyBodyGyromeanFreqX"	0.111912537380702
8	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.176032065666667
11	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.175946093932203
14	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.159441618728814
15	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.149193146411111
16	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.184031594529412
17	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.102582658990164
19	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.0936162175923077
21	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.01686389495
22	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.0375243720869565
23	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.00734779774576271
25	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.333688631904054
26	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.0837596098474576
27	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.0405734629829825
28	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.0620196965592593
29	"WALKING"	"frequencyBodyGyromeanFreqX"	0.180832984196226
30	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.207685653438462
2	"WALKING"	"frequencyBodyGyromeanFreqX"	0.00727967988474576
4	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.12715408578
9	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.200624503730769
10	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.0933671419018868
12	"WALKING"	"frequencyBodyGyromeanFreqX"	0.020408840122
13	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.0229089170754386
18	"WALKING"	"frequencyBodyGyromeanFreqX"	0.0182394601107143
20	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.0966990321215686
24	"WALKING"	"frequencyBodyGyromeanFreqX"	-0.0550991955691379
1	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.187450247737736
3	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.145536204410169
5	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.0615803357659575
6	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.0559140146313725
7	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.329345936647059
8	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.221044979219512
11	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.245040398462963
14	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.389723705407407
15	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.284366648060417
16	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.380643599411765
17	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.230933831489583
19	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	0.0111728554515
21	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.144902649710638
22	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.203542110833333
23	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.0887030529117647
25	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.380037333615385
26	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.0693017133890909
27	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.238720731606078
28	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.115729101443137
29	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.291046726669388
30	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.336954240521538
2	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.115324433733333
4	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.206073104096154
9	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.284881768510204
10	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.235765046724681
12	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.158314160701923
13	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.211194498501818
18	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.304205040627586
20	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.157268645741765
24	"WALKING_UPSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.187707848118644
1	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.100453729040816
3	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.159888621187755
5	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.00892286550425532
6	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	0.00150446630625
7	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.219867702034043
8	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.177172958760526
11	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.263295935608696
14	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.250106322244444
15	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.246346934452381
16	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.282624940382979
17	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.279498021580435
19	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.147027421297436
21	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.221663381608889
22	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.191963043893889
23	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	0.0216333667314815
25	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.269850388246552
26	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.10932502666
27	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.181812746586364
28	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.0923021807173913
29	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.172300403285625
30	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.395770150677419
2	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.0375298023191489
4	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.127145376957778
9	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.165224231566667
10	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.177215651634211
12	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.0548123387391304
13	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.174691860038298
18	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.300670600338182
20	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.221550022017778
24	"WALKING_DOWNSTAIRS"	"frequencyBodyGyromeanFreqX"	-0.0545287366636364
1	"SITTING"	"frequencyBodyGyromeanFreqX"	0.189153021260851
3	"SITTING"	"frequencyBodyGyromeanFreqX"	0.0520844490903846
5	"SITTING"	"frequencyBodyGyromeanFreqX"	0.125891358536364
6	"SITTING"	"frequencyBodyGyromeanFreqX"	0.139409516872727
7	"SITTING"	"frequencyBodyGyromeanFreqX"	-0.071630230475
8	"SITTING"	"frequencyBodyGyromeanFreqX"	0.116741556823913
11	"SITTING"	"frequencyBodyGyromeanFreqX"	0.115678529336604
14	"SITTING"	"frequencyBodyGyromeanFreqX"	-0.107487047964444
15	"SITTING"	"frequencyBodyGyromeanFreqX"	0.10547568285661
16	"SITTING"	"frequencyBodyGyromeanFreqX"	0.138693078721014
17	"SITTING"	"frequencyBodyGyromeanFreqX"	0.167684958779688
19	"SITTING"	"frequencyBodyGyromeanFreqX"	-0.0192868116287671
21	"SITTING"	"frequencyBodyGyromeanFreqX"	0.0890460544552941
22	"SITTING"	"frequencyBodyGyromeanFreqX"	-0.0392582344514516
23	"SITTING"	"frequencyBodyGyromeanFreqX"	0.0704401990367647
25	"SITTING"	"frequencyBodyGyromeanFreqX"	0.136192219210769
26	"SITTING"	"frequencyBodyGyromeanFreqX"	0.106739301755128
27	"SITTING"	"frequencyBodyGyromeanFreqX"	0.0280636008338571
28	"SITTING"	"frequencyBodyGyromeanFreqX"	0.0177422487072222
29	"SITTING"	"frequencyBodyGyromeanFreqX"	0.0698387733133333
30	"SITTING"	"frequencyBodyGyromeanFreqX"	-0.0154022432258065
2	"SITTING"	"frequencyBodyGyromeanFreqX"	0.130523120891304
4	"SITTING"	"frequencyBodyGyromeanFreqX"	0.1090926580982
9	"SITTING"	"frequencyBodyGyromeanFreqX"	-0.128144114548
10	"SITTING"	"frequencyBodyGyromeanFreqX"	0.214105020574074
12	"SITTING"	"frequencyBodyGyromeanFreqX"	-0.0625086985784314
13	"SITTING"	"frequencyBodyGyromeanFreqX"	0.100550894587755
18	"SITTING"	"frequencyBodyGyromeanFreqX"	0.113674949989474
20	"SITTING"	"frequencyBodyGyromeanFreqX"	-0.0327018882469697
24	"SITTING"	"frequencyBodyGyromeanFreqX"	0.0410327203470588
1	"STANDING"	"frequencyBodyGyromeanFreqX"	-0.120293020603774
